gene_id,total_count,samples_detected,samples_with_10_or_more
ENSG00000162654,71312,36,36
ENSG00000100353,71171,36,36
ENSG00000128989,71106,36,36
ENSG00000166794,71027,36,36
ENSG00000177426,70939,36,36
ENSG00000153201,70888,36,36
ENSG00000108639,70766,36,36
ENSG00000168264,70723,36,36
ENSG00000189266,70441,36,36
ENSG00000125304,70441,36,36
ENSG00000099849,70397,36,36
ENSG00000188643,70373,36,36
ENSG00000114850,70339,36,36
ENSG00000173020,70204,36,36
ENSG00000122786,70144,36,36
ENSG00000179295,70082,36,36
ENSG00000138674,69907,36,36
ENSG00000100300,69904,36,36
ENSG00000197324,69846,36,36
ENSG00000148341,69794,36,36
ENSG00000168610,69705,36,36
ENSG00000116717,69642,36,36
ENSG00000100401,69606,36,36
ENSG00000120438,69587,36,36
ENSG00000132002,69523,36,36
ENSG00000137693,69511,36,36
ENSG00000159377,69491,36,36
ENSG00000134824,69468,36,36
ENSG00000183291,69403,36,36
ENSG00000142669,69390,36,36
ENSG00000144354,69388,36,36
ENSG00000205531,69294,36,36
ENSG00000148396,69136,36,36
ENSG00000204616,69093,36,36
ENSG00000083312,69057,36,36
ENSG00000089220,69042,36,36
ENSG00000061676,68980,36,36
ENSG00000129422,68952,36,36
ENSG00000177565,68891,36,36
ENSG00000134419,68825,36,36
ENSG00000065361,68694,36,36
ENSG00000120686,68604,36,36
ENSG00000147454,68603,36,36
ENSG00000122545,68587,36,36
ENSG00000204463,68518,36,36
ENSG00000114353,68516,36,36
ENSG00000196305,68451,36,36
ENSG00000073921,68401,36,36
ENSG00000142949,68397,36,36
ENSG00000125676,68281,36,36
ENSG00000148672,68230,36,36
ENSG00000183018,68193,36,36
ENSG00000161013,68186,36,36
ENSG00000197102,68140,36,36
ENSG00000083896,68097,36,36
ENSG00000156026,68028,36,36
ENSG00000155463,67909,36,36
ENSG00000047315,67775,36,36
ENSG00000004455,67653,36,36
ENSG00000077549,67565,36,36
ENSG00000165502,67556,36,36
ENSG00000101596,67487,36,36
ENSG00000114416,67410,36,36
ENSG00000081041,67401,36,36
ENSG00000149260,67311,36,36
ENSG00000079819,67287,36,36
ENSG00000164096,67258,36,36
ENSG00000112695,67224,36,36
ENSG00000011465,67186,29,24
ENSG00000087274,67116,36,36
ENSG00000138095,67079,36,36
ENSG00000130821,67057,36,36
ENSG00000105388,67040,36,35
ENSG00000120129,67022,36,36
ENSG00000138768,66980,36,36
ENSG00000135624,66911,36,36
ENSG00000010256,66874,36,36
ENSG00000145907,66870,36,36
ENSG00000113558,66842,36,36
ENSG00000159263,66818,36,36
ENSG00000102317,66801,36,36
ENSG00000197879,66743,36,36
ENSG00000170275,66733,36,36
ENSG00000112699,66605,36,36
ENSG00000101266,66556,36,36
ENSG00000233927,66539,36,36
ENSG00000091527,66455,36,36
ENSG00000089154,66400,36,36
ENSG00000089053,66370,36,36
ENSG00000084623,66361,36,36
ENSG00000110696,66300,36,36
ENSG00000152518,66269,36,36
ENSG00000124226,66239,36,36
ENSG00000178252,66225,36,36
ENSG00000163468,66219,36,36
ENSG00000111331,66210,36,36
ENSG00000114978,66203,36,36
ENSG00000197217,66191,36,36
ENSG00000111481,66134,36,36
ENSG00000039068,65985,36,36
ENSG00000141526,65921,36,36
ENSG00000049860,65912,36,36
ENSG00000187446,65874,36,36
ENSG00000172354,65861,36,36
ENSG00000276550,65811,36,36
ENSG00000180879,65795,36,36
ENSG00000138755,65785,15,12
ENSG00000264112,65738,36,36
ENSG00000144746,65639,36,36
ENSG00000076928,65581,36,36
ENSG00000135506,65565,36,36
ENSG00000084754,65556,36,36
ENSG00000139318,65443,36,36
ENSG00000039560,65416,36,36
ENSG00000135018,65414,36,36
ENSG00000140350,65337,36,36
ENSG00000084733,65290,36,36
ENSG00000113407,65271,36,36
ENSG00000137955,65149,36,36
ENSG00000204580,65030,36,36
ENSG00000154518,65008,36,36
ENSG00000172115,64998,36,36
ENSG00000007392,64998,36,36
ENSG00000117592,64985,36,36
ENSG00000115963,64968,36,36
ENSG00000176915,64939,36,36
ENSG00000100796,64924,36,36
ENSG00000076108,64894,36,36
ENSG00000105568,64816,36,36
ENSG00000141027,64811,36,36
ENSG00000170027,64799,36,36
ENSG00000115307,64693,36,36
ENSG00000090615,64651,36,36
ENSG00000112977,64541,36,36
ENSG00000117519,64530,36,36
ENSG00000163320,64458,36,36
ENSG00000105523,64390,36,36
ENSG00000075426,64389,36,36
ENSG00000188895,64387,36,36
ENSG00000135916,64262,36,36
ENSG00000150593,64206,36,36
ENSG00000221963,64193,36,36
ENSG00000143870,64151,36,36
ENSG00000116285,64121,36,36
ENSG00000197622,64116,36,36
ENSG00000089693,64089,36,36
ENSG00000116030,64084,36,36
ENSG00000237988,64069,36,36
ENSG00000171456,63991,36,36
ENSG00000177731,63963,36,36
ENSG00000123983,63916,36,36
ENSG00000184254,63890,36,36
ENSG00000125826,63863,36,36
ENSG00000163938,63851,36,36
ENSG00000162613,63840,36,36
ENSG00000104824,63831,36,36
ENSG00000215021,63828,36,36
ENSG00000117308,63784,36,36
ENSG00000149100,63781,36,36
ENSG00000131473,63760,36,36
ENSG00000129116,63753,36,36
ENSG00000140279,63751,36,31
ENSG00000160180,63747,36,36
ENSG00000183020,63626,36,36
ENSG00000196591,63623,36,36
ENSG00000160213,63596,36,36
ENSG00000130703,63430,36,36
ENSG00000184840,63393,36,36
ENSG00000115419,63357,36,36
ENSG00000066230,63350,36,36
ENSG00000100241,63324,36,36
ENSG00000116459,63320,36,36
ENSG00000113643,63315,36,36
ENSG00000120137,63308,36,36
ENSG00000176171,63291,36,36
ENSG00000137076,63282,36,36
ENSG00000155506,63228,36,36
ENSG00000142798,63195,36,36
ENSG00000162878,63183,36,36
ENSG00000090273,63155,36,36
ENSG00000133858,63091,36,36
ENSG00000161547,62998,36,36
ENSG00000086758,62978,36,36
ENSG00000187555,62953,36,36
ENSG00000104805,62953,36,36
ENSG00000134684,62927,36,36
ENSG00000076604,62896,36,36
ENSG00000186815,62824,36,36
ENSG00000117448,62750,36,36
ENSG00000160752,62690,36,36
ENSG00000116171,62664,36,36
ENSG00000107159,62641,36,36
ENSG00000110917,62595,36,36
ENSG00000050165,62565,36,36
ENSG00000120549,62554,36,36
ENSG00000162704,62537,36,36
ENSG00000109180,62531,36,36
ENSG00000116044,62526,36,36
ENSG00000106105,62482,36,36
ENSG00000153395,62450,36,36
ENSG00000096433,62441,36,36
ENSG00000163349,62264,36,36
ENSG00000134352,62256,36,36
ENSG00000054118,62241,36,36
ENSG00000143624,62240,36,36
ENSG00000079332,62230,36,36
ENSG00000235162,62226,36,36
ENSG00000117525,62193,36,36
ENSG00000007168,62188,36,36
ENSG00000175166,62141,36,36
ENSG00000188554,62137,36,36
ENSG00000172432,62103,36,36
ENSG00000139746,62087,36,36
ENSG00000147548,62072,36,36
ENSG00000113387,62064,36,36
ENSG00000149311,62048,36,36
ENSG00000146067,62026,36,36
ENSG00000185658,62000,36,36
ENSG00000170248,61986,36,36
ENSG00000136758,61925,36,36
ENSG00000035403,61880,36,36
ENSG00000055917,61809,36,36
ENSG00000121579,61785,36,36
ENSG00000118418,61758,36,36
ENSG00000150459,61750,36,36
ENSG00000204469,61739,36,36
ENSG00000179889,61691,36,36
ENSG00000095139,61650,36,36
ENSG00000113719,61637,36,36
ENSG00000168653,61613,36,36
ENSG00000105443,61610,36,36
ENSG00000162434,61504,36,36
ENSG00000163956,61471,36,36
ENSG00000089248,61448,36,36
ENSG00000196141,61391,36,36
ENSG00000134453,61359,36,36
ENSG00000111540,61309,36,36
ENSG00000164877,61232,36,36
ENSG00000123384,61212,36,36
ENSG00000162496,61202,36,36
ENSG00000129128,61092,36,36
ENSG00000124767,61058,36,36
ENSG00000133226,60989,36,36
ENSG00000034677,60962,36,36
ENSG00000135316,60952,36,36
ENSG00000114354,60951,36,36
ENSG00000012171,60936,36,36
ENSG00000123143,60924,36,36
ENSG00000172053,60801,36,36
ENSG00000147853,60791,36,36
ENSG00000109685,60716,36,36
ENSG00000104365,60709,36,36
ENSG00000105323,60554,36,36
ENSG00000112079,60544,36,36
ENSG00000171552,60516,36,36
ENSG00000151239,60508,36,36
ENSG00000089006,60500,36,36
ENSG00000131504,60424,36,36
ENSG00000137876,60391,36,36
ENSG00000125534,60389,36,36
ENSG00000090621,60296,36,36
ENSG00000062194,60275,36,36
ENSG00000132824,60260,36,36
ENSG00000065243,60222,36,36
ENSG00000130254,60213,36,36
ENSG00000081237,60194,19,14
ENSG00000126456,60187,36,36
ENSG00000106052,60177,36,36
ENSG00000124214,60166,36,36
ENSG00000132463,60064,36,36
ENSG00000154144,60054,36,36
ENSG00000100994,60054,36,36
ENSG00000122257,59999,36,36
ENSG00000052841,59888,36,36
ENSG00000231389,59877,33,30
ENSG00000067064,59859,36,36
ENSG00000254999,59823,36,36
ENSG00000138448,59758,36,36
ENSG00000169223,59713,36,36
ENSG00000126457,59711,36,36
ENSG00000174231,59700,36,36
ENSG00000100991,59671,36,36
ENSG00000197157,59668,36,36
ENSG00000196154,59622,36,36
ENSG00000185246,59615,36,36
ENSG00000134851,59480,36,36
ENSG00000154473,59348,36,36
ENSG00000162601,59299,36,36
ENSG00000107281,59250,36,36
ENSG00000165637,59245,36,36
ENSG00000153786,59199,36,36
ENSG00000090861,59183,36,36
ENSG00000167986,59171,36,36
ENSG00000063244,59148,36,36
ENSG00000164938,59124,36,36
ENSG00000140450,59113,36,36
ENSG00000133606,59078,36,36
ENSG00000281649,59071,36,36
ENSG00000078808,59038,36,36
ENSG00000165527,58992,36,36
ENSG00000125107,58946,36,36
ENSG00000111530,58942,36,36
ENSG00000165458,58924,36,36
ENSG00000134954,58910,36,36
ENSG00000184575,58877,36,36
ENSG00000196878,58823,36,36
ENSG00000177685,58812,36,36
ENSG00000010322,58810,36,36
ENSG00000185896,58806,36,36
ENSG00000113369,58610,36,36
ENSG00000101361,58578,36,36
ENSG00000182541,58555,36,36
ENSG00000185619,58519,36,36
ENSG00000167792,58500,36,36
ENSG00000073578,58486,36,36
ENSG00000132300,58459,36,36
ENSG00000150753,58435,36,36
ENSG00000130177,58422,36,36
ENSG00000125944,58416,36,36
ENSG00000130770,58387,36,36
ENSG00000005001,58369,36,36
ENSG00000096063,58279,36,36
ENSG00000255717,58220,36,36
ENSG00000145555,58197,36,36
ENSG00000120705,58194,36,36
ENSG00000141258,58177,36,36
ENSG00000160633,58167,36,36
ENSG00000166226,57997,36,36
ENSG00000135318,57995,36,36
ENSG00000164548,57808,36,36
ENSG00000129103,57798,36,36
ENSG00000137312,57771,36,36
ENSG00000099991,57764,36,36
ENSG00000105699,57759,36,36
ENSG00000077232,57695,36,36
ENSG00000014641,57687,36,36
ENSG00000158615,57670,36,36
ENSG00000165322,57619,36,36
ENSG00000158286,57601,36,36
ENSG00000146425,57599,36,36
ENSG00000014216,57552,36,36
ENSG00000001084,57536,36,36
ENSG00000127947,57478,36,36
ENSG00000198677,57444,36,36
ENSG00000146072,57419,36,36
ENSG00000103342,57407,36,36
ENSG00000141002,57351,36,36
ENSG00000136059,57300,36,36
ENSG00000197976,57254,36,36
ENSG00000111371,57167,36,36
ENSG00000203879,57054,36,36
ENSG00000075413,57054,36,36
ENSG00000178035,57029,36,36
ENSG00000087087,56894,36,36
ENSG00000197586,56852,36,36
ENSG00000255302,56851,36,36
ENSG00000164211,56842,36,36
ENSG00000146247,56803,36,36
ENSG00000070882,56780,36,36
ENSG00000146433,56763,36,36
ENSG00000120738,56760,36,36
ENSG00000136436,56749,36,36
ENSG00000074842,56709,36,36
ENSG00000213923,56702,36,36
ENSG00000100225,56686,36,36
ENSG00000072042,56648,36,36
ENSG00000105887,56631,36,36
ENSG00000197226,56625,36,36
ENSG00000149923,56558,36,36
ENSG00000127314,56505,36,36
ENSG00000064687,56499,36,36
ENSG00000171747,56490,36,36
ENSG00000153130,56488,36,36
ENSG00000008018,56488,36,36
ENSG00000166986,56471,36,36
ENSG00000164054,56391,36,36
ENSG00000077254,56384,36,36
ENSG00000139044,56381,36,36
ENSG00000268104,56314,36,36
ENSG00000125398,56301,36,36
ENSG00000102054,56300,36,36
ENSG00000170017,56260,36,36
ENSG00000211592,56235,13,12
ENSG00000131747,56197,36,36
ENSG00000133313,56170,36,36
ENSG00000142871,56051,36,36
ENSG00000102172,56009,36,36
ENSG00000164104,56006,36,36
ENSG00000162772,55961,36,36
ENSG00000168631,55946,36,35
ENSG00000130811,55826,36,36
ENSG00000101126,55815,36,36
ENSG00000163734,55755,36,36
ENSG00000140416,55755,36,36
ENSG00000175793,55752,36,36
ENSG00000113916,55748,36,36
ENSG00000198898,55737,36,36
ENSG00000173442,55715,36,36
ENSG00000253719,55651,36,36
ENSG00000197043,55645,36,36
ENSG00000154096,55638,28,27
ENSG00000121892,55614,36,36
ENSG00000129003,55602,36,36
ENSG00000022840,55493,36,36
ENSG00000185324,55492,36,36
ENSG00000164692,55489,29,27
ENSG00000085276,55443,36,36
ENSG00000112701,55412,36,36
ENSG00000128923,55405,36,36
ENSG00000124486,55341,36,36
ENSG00000104332,55322,28,27
ENSG00000110367,55316,36,36
ENSG00000112335,55304,36,36
ENSG00000110619,55276,36,36
ENSG00000133318,55266,36,36
ENSG00000100519,55238,36,36
ENSG00000109184,55228,36,36
ENSG00000189043,55219,36,36
ENSG00000265808,55215,36,36
ENSG00000074410,55127,36,36
ENSG00000174243,55087,36,36
ENSG00000175727,55080,36,36
ENSG00000049245,55056,36,36
ENSG00000099783,55042,36,36
ENSG00000167110,55005,36,36
ENSG00000121060,54943,36,36
ENSG00000117139,54906,36,36
ENSG00000205213,54864,36,36
ENSG00000077150,54851,36,36
ENSG00000119396,54789,36,36
ENSG00000111144,54788,36,36
ENSG00000115694,54770,36,36
ENSG00000172466,54763,36,36
ENSG00000087266,54720,36,36
ENSG00000105810,54686,36,36
ENSG00000185825,54675,36,36
ENSG00000110880,54663,36,36
ENSG00000196365,54651,36,36
ENSG00000196126,54623,36,36
ENSG00000090863,54594,36,36
ENSG00000140400,54561,36,36
ENSG00000132963,54495,36,36
ENSG00000086232,54475,36,36
ENSG00000110841,54425,36,36
ENSG00000105202,54399,36,36
ENSG00000105357,54348,36,36
ENSG00000142765,54328,36,36
ENSG00000179195,54273,36,36
ENSG00000264364,54267,36,36
ENSG00000121310,54244,36,36
ENSG00000125733,54227,36,36
ENSG00000186635,54159,36,36
ENSG00000102606,54109,36,36
ENSG00000133961,53999,36,36
ENSG00000166747,53966,36,36
ENSG00000254166,53953,36,36
ENSG00000162458,53949,36,36
ENSG00000120948,53899,36,36
ENSG00000146701,53869,36,36
ENSG00000078674,53866,36,36
ENSG00000117868,53834,36,36
ENSG00000168672,53824,36,36
ENSG00000124181,53813,36,36
ENSG00000166923,53802,27,25
ENSG00000159086,53798,36,36
ENSG00000167522,53763,36,36
ENSG00000100083,53761,36,36
ENSG00000127054,53751,36,36
ENSG00000177469,53747,36,36
ENSG00000168003,53735,36,36
ENSG00000071626,53720,36,36
ENSG00000179051,53715,36,36
ENSG00000171223,53714,36,36
ENSG00000140612,53679,36,36
ENSG00000130024,53613,36,36
ENSG00000168397,53574,36,36
ENSG00000170242,53573,36,36
ENSG00000002586,53558,36,36
ENSG00000059728,53552,36,36
ENSG00000170606,53551,36,36
ENSG00000204634,53534,36,36
ENSG00000092148,53508,36,36
ENSG00000135968,53449,36,36
ENSG00000115484,53389,36,36
ENSG00000198961,53377,36,36
ENSG00000062485,53358,36,36
ENSG00000147459,53306,36,36
ENSG00000078304,53226,36,36
ENSG00000133706,53212,36,36
ENSG00000143442,53192,36,36
ENSG00000163694,53169,36,36
ENSG00000149573,53089,36,36
ENSG00000169241,53087,36,36
ENSG00000117528,53040,36,36
ENSG00000213741,53018,36,36
ENSG00000152127,53004,36,36
ENSG00000167508,52990,36,36
ENSG00000159069,52974,36,36
ENSG00000154380,52909,36,36
ENSG00000065427,52905,36,36
ENSG00000174695,52895,36,36
ENSG00000101040,52865,36,36
ENSG00000103363,52859,36,36
ENSG00000111605,52849,36,36
ENSG00000162545,52844,36,36
ENSG00000247556,52788,36,36
ENSG00000131236,52775,36,36
ENSG00000110075,52772,36,36
ENSG00000122705,52748,36,36
ENSG00000125970,52694,36,36
ENSG00000171603,52686,36,36
ENSG00000148154,52684,36,36
ENSG00000160285,52667,36,36
ENSG00000143106,52660,36,36
ENSG00000189143,52652,36,36
ENSG00000101294,52623,36,36
ENSG00000077684,52612,36,36
ENSG00000054148,52595,36,36
ENSG00000158711,52569,36,36
ENSG00000136167,52532,20,14
ENSG00000143013,52522,36,36
ENSG00000107929,52518,36,36
ENSG00000143612,52510,36,36
ENSG00000163513,52510,36,36
ENSG00000089127,52454,36,36
ENSG00000101421,52386,36,36
ENSG00000159658,52370,36,36
ENSG00000106244,52365,36,36
ENSG00000132356,52301,36,36
ENSG00000128791,52298,36,36
ENSG00000069956,52292,36,36
ENSG00000135164,52280,36,36
ENSG00000075711,52253,36,36
ENSG00000162521,52250,36,36
ENSG00000143248,52246,36,36
ENSG00000152492,52199,36,36
ENSG00000166508,52176,36,36
ENSG00000115275,52160,36,36
ENSG00000070081,52096,36,36
ENSG00000133275,52057,36,36
ENSG00000109787,52050,36,36
ENSG00000104267,52033,36,36
ENSG00000184292,52017,36,36
ENSG00000198355,51973,36,36
ENSG00000064932,51958,36,36
ENSG00000103018,51948,36,36
ENSG00000128050,51923,36,36
ENSG00000187735,51898,36,36
ENSG00000124172,51872,36,36
ENSG00000025796,51844,36,36
ENSG00000106853,51836,36,36
ENSG00000170776,51836,36,36
ENSG00000158195,51832,36,36
ENSG00000225138,51809,36,36
ENSG00000035115,51782,36,36
ENSG00000168528,51770,36,36
ENSG00000138758,51740,36,36
ENSG00000198952,51727,36,36
ENSG00000101152,51711,36,36
ENSG00000117228,51694,36,36
ENSG00000166145,51678,36,36
ENSG00000121774,51652,36,36
ENSG00000083444,51631,36,36
ENSG00000136888,51606,36,36
ENSG00000182446,51549,36,36
ENSG00000107854,51547,36,36
ENSG00000126012,51539,36,36
ENSG00000125743,51537,36,36
ENSG00000105223,51505,36,36
ENSG00000030582,51434,36,36
ENSG00000196642,51416,36,36
ENSG00000166326,51401,36,36
ENSG00000114346,51381,36,36
ENSG00000123416,51363,36,36
ENSG00000283041,51359,36,36
ENSG00000145860,51357,36,36
ENSG00000134287,51355,36,36
ENSG00000119383,51322,36,36
ENSG00000230989,51313,36,36
ENSG00000091317,51220,36,36
ENSG00000167106,51150,36,36
ENSG00000117226,51116,36,36
ENSG00000163882,51090,36,36
ENSG00000002549,51069,36,36
ENSG00000179583,51057,36,36
ENSG00000197122,51041,36,36
ENSG00000175390,51025,36,36
ENSG00000141736,51015,36,36
ENSG00000158747,51012,36,36
ENSG00000087074,51003,36,36
ENSG00000100266,50998,36,36
ENSG00000155096,50935,36,36
ENSG00000197894,50895,36,36
ENSG00000033867,50818,36,36
ENSG00000159176,50786,36,36
ENSG00000115548,50730,36,36
ENSG00000089737,50719,36,36
ENSG00000102531,50698,36,36
ENSG00000162402,50673,36,36
ENSG00000145833,50649,36,36
ENSG00000163162,50588,36,36
ENSG00000128699,50580,36,36
ENSG00000148735,50567,36,36
ENSG00000056097,50504,36,36
ENSG00000157873,50499,36,36
ENSG00000133321,50460,36,36
ENSG00000055070,50438,36,36
ENSG00000135862,50433,36,36
ENSG00000132680,50425,36,36
ENSG00000008294,50400,36,36
ENSG00000109111,50390,36,36
ENSG00000179222,50351,36,36
ENSG00000082641,50335,36,36
ENSG00000181885,50274,36,36
ENSG00000028528,50230,36,36
ENSG00000159314,50218,36,36
ENSG00000139218,50211,36,36
ENSG00000169035,50204,36,36
ENSG00000113575,50198,36,36
ENSG00000027697,50161,36,36
ENSG00000113140,50149,29,26
ENSG00000108510,50114,36,36
ENSG00000171490,50079,36,36
ENSG00000134686,50037,36,36
ENSG00000122515,50034,36,36
ENSG00000173120,49994,36,36
ENSG00000179335,49970,36,36
ENSG00000135829,49922,36,36
ENSG00000072274,49899,36,36
ENSG00000159352,49898,36,36
ENSG00000163359,49888,32,27
ENSG00000182827,49869,36,36
ENSG00000119689,49852,36,36
ENSG00000153179,49822,36,36
ENSG00000153147,49816,36,36
ENSG00000144895,49729,36,36
ENSG00000120694,49720,36,36
ENSG00000164078,49691,36,36
ENSG00000165376,49668,36,35
ENSG00000126934,49668,36,36
ENSG00000114023,49649,36,36
ENSG00000205937,49643,36,36
ENSG00000214022,49636,36,36
ENSG00000064115,49592,36,36
ENSG00000134910,49541,36,36
ENSG00000175582,49535,36,36
ENSG00000173744,49499,36,36
ENSG00000013306,49474,36,36
ENSG00000169871,49453,36,36
ENSG00000136295,49452,36,36
ENSG00000167468,49419,36,36
ENSG00000163814,49411,36,36
ENSG00000159592,49399,36,36
ENSG00000174780,49381,36,36
ENSG00000001036,49378,36,36
ENSG00000138385,49370,36,36
ENSG00000100823,49370,36,36
ENSG00000168439,49336,36,36
ENSG00000180776,49336,36,36
ENSG00000050426,49321,36,36
ENSG00000112237,49317,36,36
ENSG00000101182,49262,36,36
ENSG00000067900,49259,36,36
ENSG00000165997,49244,36,36
ENSG00000107819,49236,36,36
ENSG00000107404,49173,36,36
ENSG00000075151,49154,36,36
ENSG00000189159,49141,36,36
ENSG00000124198,49132,36,36
ENSG00000140374,49130,36,36
ENSG00000136628,49078,36,36
ENSG00000164327,49075,36,36
ENSG00000182220,49064,36,36
ENSG00000143537,49039,36,36
ENSG00000186834,49039,36,36
ENSG00000196535,48983,36,36
ENSG00000166123,48979,36,36
ENSG00000169764,48958,36,36
ENSG00000131174,48952,36,36
ENSG00000130522,48914,36,36
ENSG00000186184,48892,36,36
ENSG00000099204,48851,36,36
ENSG00000023734,48836,36,36
ENSG00000185885,48826,35,34
ENSG00000164466,48800,36,36
ENSG00000138688,48798,36,36
ENSG00000111321,48722,36,36
ENSG00000166557,48711,36,36
ENSG00000188994,48700,36,36
ENSG00000173039,48695,36,36
ENSG00000060237,48678,36,36
ENSG00000092201,48675,36,36
ENSG00000164919,48672,36,36
ENSG00000058063,48666,36,36
ENSG00000197451,48640,36,36
ENSG00000112146,48639,36,36
ENSG00000106537,48589,36,36
ENSG00000138449,48588,36,36
ENSG00000065548,48580,36,36
ENSG00000143621,48579,36,36
ENSG00000175215,48556,36,36
ENSG00000149480,48554,36,36
ENSG00000101842,48531,36,36
ENSG00000140545,48508,36,36
ENSG00000059588,48453,36,36
ENSG00000130414,48420,36,36
ENSG00000026950,48408,36,36
ENSG00000082258,48395,36,36
ENSG00000170581,48356,36,36
ENSG00000051523,48353,36,36
ENSG00000104549,48350,36,36
ENSG00000136826,48342,36,36
ENSG00000136813,48329,36,36
ENSG00000143375,48318,36,36
